SKU,Toy Name,Price,Quantity,Age Range,Manufacturer
1162,Puzzle,10.55,10,9-15,Lego
1164,Dollhouse,55.9,57,3-6,Lego
1181,Lego Set,64.18,19,7-14,Lego
1191,RC Car,28.52,61,1-3,Lego
1202,Stuffed Elephant,29.23,14,1-3,Lego
1238,Lego Set,74.88,85,7-14,Lego
1239,Lego Set,20.11,7,7-14,Lego
1264,Lego Set,75.16,94,6-12,Lego
1266,RC Car,89.15,78,8-14,Lego
1269,Teddy Bear,95.21,32,9-15,Lego
1284,Water Gun,90.23,7,9-15,Lego
1291,Stuffed Elephant,93.34,7,9-15,Lego
1301,Puzzle,52.98,22,9-15,Lego
1305,Action Figure,51.62,42,7-14,Lego
1308,Building Blocks,7.08,73,3-6,Lego
1314,Dollhouse,13.99,61,9-15,Lego
1318,Dollhouse,84.06,34,4-7,Lego
1333,Building Blocks,76.85,43,4-7,Lego
1336,Lego Set,17.74,13,8-14,Lego
1338,Action Figure,50.06,63,4-7,Lego
1343,Puzzle,65.85,46,6-12,Lego
1346,Board Game,28.93,10,6-12,Lego
1351,Action Figure,37.57,58,4-7,Lego
1363,RC Car,90.6,64,9-15,Lego
1365,Board Game,7.44,95,2-5,Lego
1366,RC Car,17.53,5,5-10,Lego
1381,Action Figure,69.56,16,3-6,Lego
1383,Board Game,34.46,92,6-12,Lego
1392,Teddy Bear,90.0,84,4-7,Lego
1405,Board Game,73.79,98,7-14,Lego
1406,Lego Set,96.34,90,9-15,Lego
1417,Building Blocks,73.48,18,6-12,Lego
1429,Action Figure,5.02,50,8-14,Lego
1439,Building Blocks,61.44,37,8-14,Lego
1446,Stuffed Elephant,92.53,72,7-14,Lego
1455,Dollhouse,48.18,61,8-14,Lego
1457,RC Car,8.23,29,6-12,Lego
1473,Teddy Bear,51.12,59,1-3,Lego
1474,Board Game,9.15,23,2-5,Lego
1475,Building Blocks,38.92,68,6-12,Lego
1479,Water Gun,41.63,82,9-15,Lego
1483,Puzzle,99.96,58,5-10,Lego
1489,Puzzle,76.17,92,9-15,Lego
1490,Lego Set,28.57,28,5-10,Lego
1491,Building Blocks,41.37,14,6-12,Lego
1506,Water Gun,34.48,63,9-15,Lego
1511,Dollhouse,49.65,42,5-10,Lego
1523,Board Game,23.38,64,9-15,Lego
1572,Lego Set,23.14,22,5-10,Lego
1581,Puzzle,14.22,35,3-6,Lego
1591,Water Gun,20.76,94,7-14,Lego
1598,Board Game,42.82,73,7-14,Lego
1600,Water Gun,89.02,84,2-5,Lego
1604,Stuffed Elephant,35.65,87,2-5,Lego
1629,Action Figure,73.46,42,1-3,Lego
1630,Stuffed Elephant,22.15,77,9-15,Lego
1632,Teddy Bear,44.42,96,9-15,Lego
1636,RC Car,57.23,52,3-6,Lego
1642,Teddy Bear,21.08,30,1-3,Lego
1648,Stuffed Elephant,5.08,42,5-10,Lego
1653,Water Gun,86.66,12,7-14,Lego
1654,Teddy Bear,87.43,16,3-6,Lego
1659,Building Blocks,79.82,55,6-12,Lego
1664,Dollhouse,91.82,11,7-14,Lego
1671,Puzzle,17.15,37,7-14,Lego
1673,Water Gun,35.27,16,8-14,Lego
1686,Teddy Bear,38.53,96,4-7,Lego
1697,Teddy Bear,42.77,35,4-7,Lego
1706,RC Car,56.87,12,5-10,Lego
1709,Action Figure,57.0,26,9-15,Lego
1716,Building Blocks,67.22,78,6-12,Lego
1730,Lego Set,80.99,76,2-5,Lego
1758,RC Car,16.44,95,6-12,Lego
1769,Stuffed Elephant,6.14,3,5-10,Lego
1782,Stuffed Elephant,19.02,5,3-6,Lego
1784,Stuffed Elephant,98.98,86,7-14,Lego
1792,Puzzle,81.63,99,6-12,Lego
1819,Building Blocks,80.3,41,4-7,Lego
1821,RC Car,21.81,64,6-12,Lego
1823,Building Blocks,56.72,65,3-6,Lego
1828,RC Car,33.59,29,1-3,Lego
1829,Lego Set,33.57,70,8-14,Lego
1830,RC Car,66.57,84,6-12,Lego
1846,Teddy Bear,46.1,6,8-14,Lego
1861,Lego Set,14.89,43,4-7,Lego
1864,Puzzle,77.86,65,7-14,Lego
1880,Action Figure,63.78,58,9-15,Lego
1884,Dollhouse,95.06,76,8-14,Lego
1910,Puzzle,20.19,26,5-10,Lego
1916,Teddy Bear,60.0,51,2-5,Lego
1945,Building Blocks,16.74,55,3-6,Lego
1953,Building Blocks,29.77,26,2-5,Lego
1968,Puzzle,30.82,71,1-3,Lego
1969,Action Figure,6.58,78,6-12,Lego
1979,Building Blocks,84.66,18,2-5,Lego
1992,Board Game,27.7,70,9-15,Lego
2033,Teddy Bear,61.83,14,3-6,Lego
2037,Dollhouse,79.4,51,1-3,Lego
2039,Stuffed Elephant,99.12,64,9-15,Lego
2049,Stuffed Elephant,50.99,55,2-5,Lego
2052,Puzzle,87.6,92,2-5,Lego
2058,Building Blocks,88.87,62,1-3,Lego
2059,Board Game,6.71,90,2-5,Lego
2067,Lego Set,25.99,69,8-14,Lego
2069,RC Car,76.14,90,2-5,Lego
2074,Water Gun,60.67,86,7-14,Lego
2076,Stuffed Elephant,73.11,62,6-12,Lego
2087,Water Gun,27.83,93,8-14,Lego
2092,Board Game,50.27,1,4-7,Lego
2093,Dollhouse,27.92,70,3-6,Lego
2096,Puzzle,21.57,45,5-10,Lego
2098,Lego Set,49.48,11,1-3,Lego
2100,RC Car,19.63,79,1-3,Lego
2138,Board Game,69.31,10,9-15,Lego
2145,Teddy Bear,5.66,38,8-14,Lego
2146,Puzzle,59.07,96,4-7,Lego
2147,Action Figure,21.73,84,3-6,Lego
2160,Dollhouse,89.64,65,6-12,Lego
2170,Action Figure,6.64,66,7-14,Lego
2174,Building Blocks,89.99,21,3-6,Lego
2194,Water Gun,58.33,82,9-15,Lego
2198,Teddy Bear,73.33,46,9-15,Lego
2201,Teddy Bear,86.02,97,8-14,Lego
2220,Teddy Bear,8.53,29,5-10,Lego
2236,Action Figure,63.92,34,5-10,Lego
2240,Lego Set,42.9,7,4-7,Lego
2261,Action Figure,68.89,60,8-14,Lego
2267,RC Car,17.27,65,1-3,Lego
2280,Puzzle,20.27,70,4-7,Lego
2281,Teddy Bear,27.64,97,6-12,Lego
2284,Water Gun,40.17,20,9-15,Lego
2311,Lego Set,98.69,61,7-14,Lego
2329,Teddy Bear,59.11,19,9-15,Lego
2334,Lego Set,68.4,15,7-14,Lego
2337,Lego Set,18.68,86,7-14,Lego
2370,Lego Set,66.49,76,5-10,Lego
2376,RC Car,80.72,50,6-12,Lego
2377,Dollhouse,20.92,85,6-12,Lego
2378,RC Car,29.14,28,6-12,Lego
2387,Building Blocks,10.27,74,3-6,Lego
2397,Dollhouse,8.87,2,5-10,Lego
2400,Building Blocks,84.79,18,4-7,Lego
2404,Dollhouse,29.58,84,7-14,Lego
2407,Lego Set,14.53,11,4-7,Lego
2412,RC Car,83.62,95,5-10,Lego
2419,RC Car,29.06,71,3-6,Lego
2423,Building Blocks,47.85,89,4-7,Lego
2431,Board Game,94.09,78,8-14,Lego
2450,Water Gun,19.79,23,4-7,Lego
2453,Water Gun,87.35,15,9-15,Lego
2473,Board Game,45.64,29,8-14,Lego
2477,RC Car,31.84,83,2-5,Lego
2484,Stuffed Elephant,85.74,15,2-5,Lego
2491,Action Figure,18.61,14,4-7,Lego
2498,Action Figure,60.83,92,9-15,Lego
2530,Lego Set,28.56,79,8-14,Lego
2542,Puzzle,69.26,67,8-14,Lego
2549,Action Figure,33.88,19,1-3,Lego
2551,Lego Set,45.63,88,9-15,Lego
2562,RC Car,18.73,48,4-7,Lego
2568,Board Game,28.34,59,2-5,Lego
2583,Teddy Bear,62.34,45,9-15,Lego
2589,Water Gun,91.01,82,1-3,Lego
2592,Action Figure,52.85,49,5-10,Lego
2609,Water Gun,59.21,59,7-14,Lego
2612,Teddy Bear,56.36,90,6-12,Lego
2622,Puzzle,30.8,96,7-14,Lego
2634,Action Figure,34.37,27,4-7,Lego
2639,Puzzle,72.08,95,7-14,Lego
2648,Building Blocks,90.73,27,2-5,Lego
2649,Action Figure,91.52,61,2-5,Lego
2654,Action Figure,9.61,46,7-14,Lego
2666,RC Car,66.81,46,5-10,Lego
2672,Puzzle,98.95,1,8-14,Lego
2674,Teddy Bear,87.42,9,6-12,Lego
2693,Board Game,46.1,5,8-14,Lego
2694,Lego Set,9.05,92,9-15,Lego
2707,RC Car,37.16,34,4-7,Lego
2718,Board Game,7.96,21,1-3,Lego
2719,Building Blocks,5.1,79,7-14,Lego
2750,Dollhouse,60.07,33,9-15,Lego
2761,Lego Set,54.33,32,3-6,Lego
2769,Lego Set,90.15,38,1-3,Lego
2780,Teddy Bear,98.94,75,6-12,Lego
2782,Action Figure,7.64,87,8-14,Lego
2799,Action Figure,80.66,47,3-6,Lego
2812,Water Gun,71.35,67,7-14,Lego
2813,Building Blocks,84.31,76,3-6,Lego
2819,Building Blocks,66.24,83,3-6,Lego
2828,Building Blocks,76.23,37,8-14,Lego
2841,Dollhouse,72.88,54,1-3,Lego
2852,Water Gun,61.78,52,5-10,Lego
2863,Water Gun,52.23,1,4-7,Lego
2872,Stuffed Elephant,96.51,72,5-10,Lego
2879,Water Gun,43.76,49,8-14,Lego
2899,Teddy Bear,68.27,63,2-5,Lego
2900,Teddy Bear,89.13,22,4-7,Lego
2905,Action Figure,56.35,85,9-15,Lego
2913,Water Gun,74.38,98,3-6,Lego
2915,Puzzle,23.82,34,8-14,Lego
2917,Action Figure,84.42,69,1-3,Lego
2930,Building Blocks,76.57,82,9-15,Lego
2933,Teddy Bear,26.47,36,6-12,Lego
2938,Dollhouse,23.59,39,4-7,Lego
2947,Puzzle,34.68,99,2-5,Lego
2950,Teddy Bear,52.65,80,4-7,Lego
2968,Stuffed Elephant,16.79,40,4-7,Lego
2975,Dollhouse,75.17,94,1-3,Lego
2984,Water Gun,99.7,41,5-10,Lego
2997,Puzzle,81.93,19,3-6,Lego
2998,Dollhouse,73.31,17,3-6,Lego
2999,Dollhouse,45.12,29,4-7,Lego
3002,Stuffed Elephant,47.79,79,3-6,Lego
3022,Building Blocks,10.59,57,3-6,Lego
3043,Dollhouse,95.4,56,3-6,Lego
3054,RC Car,48.71,76,1-3,Lego
3058,Lego Set,84.36,52,9-15,Lego
3082,Building Blocks,23.35,46,4-7,Lego
3088,Building Blocks,14.18,17,9-15,Lego
3089,Dollhouse,20.0,80,8-14,Lego
3096,RC Car,78.71,75,5-10,Lego
3097,Teddy Bear,67.05,97,3-6,Lego
3105,Stuffed Elephant,42.01,47,7-14,Lego
3113,Board Game,79.18,6,2-5,Lego
3121,Lego Set,21.98,80,6-12,Lego
3123,Teddy Bear,26.1,33,1-3,Lego
3140,Puzzle,54.02,21,6-12,Lego
3146,Water Gun,6.4,85,5-10,Lego
3157,Building Blocks,91.98,28,2-5,Lego
3164,Lego Set,13.68,54,8-14,Lego
3183,Building Blocks,75.79,97,1-3,Lego
3184,Puzzle,12.41,41,4-7,Lego
3185,Lego Set,26.09,28,9-15,Lego
3187,Stuffed Elephant,49.48,19,6-12,Lego
3190,Water Gun,40.08,48,4-7,Lego
3219,Dollhouse,38.77,95,9-15,Lego
3293,Puzzle,80.6,85,9-15,Lego
3300,Building Blocks,62.15,69,7-14,Lego
3312,Lego Set,33.07,68,9-15,Lego
3313,RC Car,76.14,98,3-6,Lego
3333,Board Game,84.6,87,3-6,Lego
3335,Lego Set,45.06,96,7-14,Lego
3344,RC Car,8.15,32,9-15,Lego
3351,Board Game,95.16,43,9-15,Lego
3365,Building Blocks,47.34,52,8-14,Lego
3367,Stuffed Elephant,97.78,38,8-14,Lego
3437,Dollhouse,8.16,78,7-14,Lego
3440,Stuffed Elephant,44.97,74,4-7,Lego
3467,RC Car,69.55,81,8-14,Lego
3531,Teddy Bear,47.66,88,4-7,Lego
3554,Lego Set,24.53,53,7-14,Lego
3555,Action Figure,97.83,81,1-3,Lego
3562,Building Blocks,13.25,30,6-12,Lego
3577,Puzzle,38.36,14,2-5,Lego
3583,Water Gun,31.34,31,3-6,Lego
3585,Lego Set,72.61,13,1-3,Lego
3586,Board Game,92.43,57,3-6,Lego
3589,Puzzle,64.06,44,7-14,Lego
3595,Stuffed Elephant,72.75,69,8-14,Lego
3610,Teddy Bear,16.71,28,9-15,Lego
3612,Lego Set,27.75,53,9-15,Lego
3615,Water Gun,84.62,76,4-7,Lego
3627,RC Car,87.12,29,7-14,Lego
3648,Stuffed Elephant,73.47,63,9-15,Lego
3649,Teddy Bear,96.26,39,4-7,Lego
3650,Lego Set,48.85,84,9-15,Lego
3692,Puzzle,28.47,75,9-15,Lego
3702,Teddy Bear,85.98,44,2-5,Lego
3721,RC Car,34.64,23,1-3,Lego
3728,Stuffed Elephant,40.76,91,4-7,Lego
3730,Stuffed Elephant,43.85,71,6-12,Lego
3737,Building Blocks,47.5,90,6-12,Lego
3738,Puzzle,18.2,82,8-14,Lego
3778,Board Game,74.3,46,5-10,Lego
3790,Water Gun,27.65,12,2-5,Lego
3798,Water Gun,15.57,19,8-14,Lego
3799,Puzzle,11.87,62,1-3,Lego
3806,Action Figure,14.9,84,8-14,Lego
3835,Teddy Bear,10.74,66,6-12,Lego
3836,Building Blocks,44.82,60,3-6,Lego
3841,Board Game,72.96,25,9-15,Lego
3854,RC Car,47.22,51,8-14,Lego
3860,Lego Set,40.15,72,9-15,Lego
3866,Board Game,57.28,69,1-3,Lego
3879,Water Gun,54.88,72,1-3,Lego
3906,Board Game,92.29,91,1-3,Lego
3920,Water Gun,65.03,42,5-10,Lego
3921,Puzzle,19.49,12,6-12,Lego
3923,Lego Set,41.94,77,2-5,Lego
3928,Water Gun,8.08,60,5-10,Lego
3929,Building Blocks,19.07,6,7-14,Lego
3931,Dollhouse,11.63,93,4-7,Lego
3938,Teddy Bear,62.29,83,5-10,Lego
3941,Teddy Bear,26.51,25,9-15,Lego
3949,Teddy Bear,31.78,25,9-15,Lego
3950,RC Car,37.23,37,3-6,Lego
3952,Board Game,78.38,24,9-15,Lego
3953,Dollhouse,66.71,52,4-7,Lego
3987,Stuffed Elephant,77.08,23,4-7,Lego
3989,Dollhouse,54.86,19,5-10,Lego
4000,Board Game,45.43,9,3-6,Lego
4001,Stuffed Elephant,5.68,46,9-15,Lego
4006,RC Car,64.75,48,9-15,Lego
4008,Action Figure,37.04,38,1-3,Lego
4018,Teddy Bear,43.85,19,8-14,Lego
4020,Action Figure,80.43,14,6-12,Lego
4026,Water Gun,35.63,1,7-14,Lego
4064,Action Figure,30.39,22,2-5,Lego
4068,Stuffed Elephant,63.08,81,8-14,Lego
4078,Board Game,53.02,49,4-7,Lego
4084,Lego Set,8.8,42,5-10,Lego
4103,Lego Set,48.44,22,9-15,Lego
4106,Puzzle,72.32,46,3-6,Lego
4108,Action Figure,51.8,87,4-7,Lego
4117,Dollhouse,33.07,17,3-6,Lego
4129,Building Blocks,35.21,84,4-7,Lego
4133,Water Gun,57.68,96,9-15,Lego
4134,Teddy Bear,25.98,92,8-14,Lego
4139,Puzzle,68.16,85,4-7,Lego
4158,Water Gun,11.44,28,6-12,Lego
4162,Puzzle,45.6,31,6-12,Lego
4166,Action Figure,82.88,18,1-3,Lego
4175,Board Game,21.74,46,4-7,Lego
4180,Water Gun,8.78,11,4-7,Lego
4184,Action Figure,59.76,48,5-10,Lego
4192,Lego Set,29.88,8,3-6,Lego
4194,Stuffed Elephant,91.56,100,9-15,Lego
4224,RC Car,21.52,98,3-6,Lego
4225,Water Gun,82.44,37,8-14,Lego
4238,RC Car,43.63,9,1-3,Lego
4241,Building Blocks,76.41,51,6-12,Lego
4253,Building Blocks,46.34,55,2-5,Lego
4259,Teddy Bear,97.43,35,8-14,Lego
4262,Board Game,84.23,33,2-5,Lego
4267,Dollhouse,94.64,95,6-12,Lego
4270,RC Car,93.83,26,7-14,Lego
4272,Stuffed Elephant,85.85,71,1-3,Lego
4273,Board Game,51.05,4,8-14,Lego
4277,Teddy Bear,48.44,2,6-12,Lego
4278,Lego Set,39.36,23,9-15,Lego
4283,Dollhouse,80.91,34,3-6,Lego
4295,Action Figure,89.94,70,1-3,Lego
4299,Building Blocks,83.72,24,5-10,Lego
4301,Teddy Bear,85.93,96,5-10,Lego
4307,Puzzle,46.91,45,1-3,Lego
4313,Board Game,27.74,60,7-14,Lego
4318,Puzzle,17.66,91,9-15,Lego
4327,Teddy Bear,67.73,76,8-14,Lego
4349,RC Car,21.85,51,2-5,Lego
4367,RC Car,46.7,91,2-5,Lego
4371,Board Game,68.51,21,3-6,Lego
4376,Puzzle,5.03,57,1-3,Lego
4379,Water Gun,65.03,79,4-7,Lego
4387,Water Gun,60.21,93,2-5,Lego
4403,Teddy Bear,84.92,77,8-14,Lego
4411,Board Game,33.41,16,4-7,Lego
4432,Building Blocks,89.39,11,5-10,Lego
4441,Teddy Bear,7.49,13,5-10,Lego
4460,Lego Set,28.3,70,1-3,Lego
4470,Board Game,56.17,21,6-12,Lego
4493,Dollhouse,12.53,80,1-3,Lego
4509,RC Car,10.59,69,2-5,Lego
4511,Water Gun,75.23,51,8-14,Lego
4513,Water Gun,74.65,25,1-3,Lego
4522,Building Blocks,73.96,55,5-10,Lego
4535,Stuffed Elephant,61.73,23,5-10,Lego
4544,Building Blocks,30.81,54,6-12,Lego
4549,RC Car,46.22,66,4-7,Lego
4556,Puzzle,72.85,35,7-14,Lego
4574,Puzzle,12.2,53,4-7,Lego
4591,RC Car,11.97,96,2-5,Lego
4607,Stuffed Elephant,64.46,98,2-5,Lego
4611,Dollhouse,69.18,15,4-7,Lego
4615,Puzzle,51.3,83,9-15,Lego
4616,Teddy Bear,7.52,79,3-6,Lego
4623,Dollhouse,29.8,67,6-12,Lego
4629,Building Blocks,20.56,85,6-12,Lego
4634,Water Gun,99.91,62,1-3,Lego
4662,Water Gun,63.45,46,8-14,Lego
4666,Action Figure,6.32,87,7-14,Lego
4685,Teddy Bear,69.06,45,3-6,Lego
4697,Water Gun,73.14,83,6-12,Lego
4706,RC Car,33.9,45,8-14,Lego
4716,Action Figure,72.86,97,5-10,Lego
4722,Lego Set,79.38,67,9-15,Lego
4733,Puzzle,33.41,48,6-12,Lego
4753,RC Car,15.67,35,6-12,Lego
4754,Teddy Bear,56.48,58,6-12,Lego
4762,RC Car,60.99,78,5-10,Lego
4766,Stuffed Elephant,70.43,34,8-14,Lego
4786,Puzzle,81.39,26,9-15,Lego
4791,Action Figure,27.41,43,6-12,Lego
4801,Action Figure,49.72,50,6-12,Lego
4803,Dollhouse,63.47,81,1-3,Lego
4809,RC Car,78.27,80,9-15,Lego
4816,Puzzle,55.5,8,1-3,Lego
4834,Stuffed Elephant,96.86,55,2-5,Lego
4840,Teddy Bear,29.25,21,5-10,Lego
4853,RC Car,87.82,63,5-10,Lego
4874,Teddy Bear,26.85,35,5-10,Lego
4875,Water Gun,44.15,75,3-6,Lego
4892,Stuffed Elephant,61.48,39,8-14,Lego
4901,Teddy Bear,60.07,81,1-3,Lego
4905,Puzzle,9.08,83,4-7,Lego
4911,Dollhouse,31.78,42,9-15,Lego
4920,Board Game,52.68,47,9-15,Lego
4924,RC Car,20.53,6,7-14,Lego
4963,Lego Set,70.04,75,5-10,Lego
4979,Board Game,70.36,67,4-7,Lego
4994,Board Game,22.4,92,8-14,Lego
5001,Board Game,86.96,74,2-5,Lego
5012,Building Blocks,75.37,82,3-6,Lego
5031,Dollhouse,16.7,48,1-3,Lego
5038,Dollhouse,76.85,42,7-14,Lego
5052,Building Blocks,46.49,57,3-6,Lego
5058,Action Figure,69.9,26,3-6,Lego
5064,Dollhouse,69.8,100,5-10,Lego
5073,Action Figure,64.26,8,9-15,Lego
5083,Action Figure,54.55,90,9-15,Lego
5084,Building Blocks,79.28,48,4-7,Lego
5107,Action Figure,51.08,86,4-7,Lego
5121,Puzzle,15.44,9,8-14,Lego
5128,Puzzle,31.13,33,3-6,Lego
5131,Lego Set,67.98,6,4-7,Lego
5149,Dollhouse,16.11,9,5-10,Lego
5157,Water Gun,78.35,52,3-6,Lego
5161,Dollhouse,22.19,48,1-3,Lego
5169,Stuffed Elephant,52.82,30,4-7,Lego
5174,Stuffed Elephant,28.02,6,8-14,Lego
5177,RC Car,18.85,93,9-15,Lego
5191,Puzzle,18.57,16,8-14,Lego
5199,Teddy Bear,94.9,95,6-12,Lego
5205,Dollhouse,75.28,86,2-5,Lego
5208,Water Gun,93.56,12,7-14,Lego
5251,Action Figure,43.69,60,7-14,Lego
5256,Action Figure,11.63,17,7-14,Lego
5266,Teddy Bear,13.61,98,4-7,Lego
5270,Lego Set,16.24,95,2-5,Lego
5316,Water Gun,80.87,54,7-14,Lego
5331,Stuffed Elephant,72.99,57,7-14,Lego
5358,Stuffed Elephant,58.34,9,8-14,Lego
5375,Puzzle,26.2,47,3-6,Lego
5392,Dollhouse,54.73,46,6-12,Lego
5403,RC Car,61.15,44,1-3,Lego
5408,Action Figure,56.46,14,6-12,Lego
5411,Dollhouse,12.32,69,3-6,Lego
5427,Lego Set,26.56,65,2-5,Lego
5430,Puzzle,79.12,20,4-7,Lego
5432,Water Gun,9.47,57,9-15,Lego
5433,Building Blocks,14.18,100,3-6,Lego
5435,Board Game,50.26,35,7-14,Lego
5441,Action Figure,26.58,83,6-12,Lego
5446,Dollhouse,81.76,69,6-12,Lego
5452,RC Car,83.21,59,9-15,Lego
5454,Board Game,40.4,28,7-14,Lego
5459,Water Gun,13.73,49,9-15,Lego
5499,Water Gun,15.99,63,1-3,Lego
5509,Board Game,33.14,68,2-5,Lego
5512,Teddy Bear,52.37,67,9-15,Lego
5526,Water Gun,8.85,94,2-5,Lego
5528,Puzzle,75.57,19,7-14,Lego
5541,Building Blocks,64.49,13,4-7,Lego
5545,Action Figure,38.17,84,1-3,Lego
5548,Lego Set,26.32,11,3-6,Lego
5551,Teddy Bear,38.81,28,5-10,Lego
5580,Water Gun,22.42,50,8-14,Lego
5597,Dollhouse,61.79,37,3-6,Lego
5600,Water Gun,94.2,58,7-14,Lego
5606,Stuffed Elephant,15.84,43,4-7,Lego
5612,Lego Set,41.9,34,9-15,Lego
5619,Stuffed Elephant,93.56,85,1-3,Lego
5625,Dollhouse,47.11,76,1-3,Lego
5629,Dollhouse,60.34,36,6-12,Lego
5632,Action Figure,65.43,35,5-10,Lego
5634,Dollhouse,52.29,11,6-12,Lego
5635,RC Car,73.41,8,6-12,Lego
5659,Puzzle,75.99,16,5-10,Lego
5664,Building Blocks,39.5,98,7-14,Lego
5677,Dollhouse,31.12,52,8-14,Lego
5683,RC Car,66.25,37,8-14,Lego
5703,Dollhouse,82.85,64,5-10,Lego
5708,Puzzle,83.87,79,4-7,Lego
5715,Action Figure,55.43,32,7-14,Lego
5717,Stuffed Elephant,15.79,98,5-10,Lego
5718,Stuffed Elephant,90.43,28,9-15,Lego
5729,Dollhouse,18.2,75,1-3,Lego
5739,Building Blocks,80.6,7,8-14,Lego
5742,Teddy Bear,32.74,28,1-3,Lego
5759,Dollhouse,57.95,77,1-3,Lego
5766,Water Gun,69.51,64,4-7,Lego
5770,Action Figure,92.57,83,8-14,Lego
5793,Lego Set,93.78,25,5-10,Lego
5795,Board Game,7.74,83,5-10,Lego
5796,Puzzle,6.58,24,3-6,Lego
5801,Board Game,90.53,70,4-7,Lego
5805,Lego Set,26.14,22,3-6,Lego
5811,Dollhouse,90.97,44,8-14,Lego
5813,Building Blocks,69.15,45,2-5,Lego
5826,Dollhouse,48.64,16,4-7,Lego
5832,Building Blocks,7.28,31,1-3,Lego
5851,Dollhouse,55.94,7,2-5,Lego
5879,Lego Set,75.16,64,4-7,Lego
5881,Puzzle,52.72,25,5-10,Lego
5888,Teddy Bear,11.72,27,3-6,Lego
5907,Board Game,13.87,23,1-3,Lego
5919,Dollhouse,60.98,84,7-14,Lego
5925,Board Game,84.41,80,1-3,Lego
